94489280512,LOCAL,,u,,,<empty>,,u,,,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
94489280513,LOCAL,,u,,,<empty>,,u,,,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
94489280514,LOCAL,,u,,,<empty>,,u,,,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
94489280515,LOCAL,,u,,,<empty>,,u,,,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
94489280516,LOCAL,,v,,__builtin.input.<returnValue>.strip.split.__iter__.__next__.<returnValue>;__builtin.next.<returnValue>.<indexAccess>.__iter__.__next__.<returnValue>,<empty>,,v,,,1,,ANY
94489280517,LOCAL,,c,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>;__builtin.list.__iter__.<returnValue>.__next__.<returnValue>,<empty>,,c,,,1,,ANY
94489280518,LOCAL,,c,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>;__builtin.list.__iter__.<returnValue>.__next__.<returnValue>,<empty>,,c,,,1,,ANY
94489280519,LOCAL,,r,,,<empty>,,r,,,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
94489280520,LOCAL,,c,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>;__builtin.list.__iter__.<returnValue>.__next__.<returnValue>,<empty>,,c,,,1,,ANY
94489280521,LOCAL,,c,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>;__builtin.list.__iter__.<returnValue>.__next__.<returnValue>,<empty>,,c,,,1,,ANY
94489280522,LOCAL,,c,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>;__builtin.list.__iter__.<returnValue>.__next__.<returnValue>,<empty>,,c,,,1,,ANY
94489280523,LOCAL,,r,,,<empty>,,r,,,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
94489280524,LOCAL,,r,,,<empty>,,r,,,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
94489280525,LOCAL,,r,,,<empty>,,r,,,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
94489280526,LOCAL,,c,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>;__builtin.list.__iter__.<returnValue>.__next__.<returnValue>,<empty>,,c,,,1,,ANY
94489280527,LOCAL,,v,,__builtin.input.<returnValue>.strip.split.__iter__.__next__.<returnValue>;__builtin.next.<returnValue>.<indexAccess>.__iter__.__next__.<returnValue>,<empty>,,v,,,1,,ANY
94489280528,LOCAL,,r,,,<empty>,,r,,,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
94489280529,LOCAL,,c,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>;__builtin.list.__iter__.<returnValue>.__next__.<returnValue>,<empty>,,c,,,1,,ANY
94489280530,LOCAL,,any,1,,<empty>,1,any,,,49,,ANY
94489280531,LOCAL,,input,1,,<empty>,1,input,,,50,,ANY
94489280532,LOCAL,,len,1,,<empty>,1,len,,,51,,ANY
94489280533,LOCAL,,max,1,,<empty>,1,max,,,52,,ANY
94489280534,LOCAL,,next,1,,<empty>,1,next,,,53,,ANY
94489280535,LOCAL,,open,1,,<empty>,1,open,,,54,,ANY
94489280536,LOCAL,,print,1,,<empty>,1,print,,,55,,ANY
94489280537,LOCAL,,range,1,,<empty>,1,range,,,56,,ANY
94489280538,LOCAL,,bool,1,,<empty>,1,bool,,,57,,ANY
94489280539,LOCAL,,int,1,,<empty>,1,int,,,58,,ANY
94489280540,LOCAL,,tmp0,4,,<empty>,10,tmp0,,,59,,sys.py:<module>.<member>(platform)
94489280541,LOCAL,,USERS_FILE,1,,<empty>,16,USERS_FILE,,,60,,__builtin.str
94489280542,LOCAL,,CENTERS_FILE,1,,<empty>,17,CENTERS_FILE,,,61,,__builtin.str
94489280543,LOCAL,,RESERVATIONS_FILE,1,,<empty>,18,RESERVATIONS_FILE,,,62,,__builtin.str
94489280544,LOCAL,,MAX_LOGIN_ATTEMPTS,1,,<empty>,19,MAX_LOGIN_ATTEMPTS,,,63,,__builtin.int
94489280545,LOCAL,,json,1,,<empty>,1,json,,,64,,json.py:<module>
94489280546,LOCAL,,import,1,,<empty>,1,import,,,65,,ANY
94489280547,LOCAL,,os,1,,<empty>,2,os,,,66,,os.py:<module>
94489280548,LOCAL,,re,1,,<empty>,3,re,,,67,,re.py:<module>
94489280549,LOCAL,,random,1,,<empty>,4,random,,,68,,random.py:<module>
94489280550,LOCAL,,datetime,1,,<empty>,5,datetime,,,69,,datetime.py:<module>
94489280551,LOCAL,,hashlib,1,,<empty>,6,hashlib,,,70,,hashlib.py:<module>
94489280552,LOCAL,,sys,1,,<empty>,7,sys,,,71,,sys.py:<module>
94489280553,LOCAL,,io,5,,<empty>,11,io,,,72,,io.py:<module>
94489280554,LOCAL,,_load,1,,<empty>,23,_load,,,73,,ANY
94489280555,LOCAL,,_save,1,,<empty>,33,_save,,,74,,ANY
94489280556,LOCAL,,init_data,1,,<empty>,38,init_data,,,75,,ANY
94489280557,LOCAL,,_ask,1,,<empty>,68,_ask,,,76,,ANY
94489280558,LOCAL,,_ask_int,1,,<empty>,80,_ask_int,,,77,,ANY
94489280559,LOCAL,,_ask_date,1,,<empty>,88,_ask_date,,,78,,ANY
94489280560,LOCAL,,_confirm,1,,<empty>,98,_confirm,,,79,,ANY
94489280561,LOCAL,,_hash,1,,<empty>,102,_hash,,,80,,ANY
94489280562,LOCAL,,_valid_email,1,,<empty>,107,_valid_email,,,81,,ANY
94489280563,LOCAL,,_valid_phone,1,,<empty>,110,_valid_phone,,,82,,ANY
94489280564,LOCAL,,_valid_national_id,1,,<empty>,113,_valid_national_id,,,83,,ANY
94489280565,LOCAL,,register_user,1,,<empty>,118,register_user,,,84,,ANY
94489280566,LOCAL,,login_admin,1,,<empty>,150,login_admin,,,85,,ANY
94489280567,LOCAL,,login_user,1,,<empty>,167,login_user,,,86,,ANY
94489280568,LOCAL,,add_or_remove_center,1,,<empty>,187,add_or_remove_center,,,87,,ANY
94489280569,LOCAL,,search_center_by_name,1,,<empty>,239,search_center_by_name,,,88,,ANY
94489280570,LOCAL,,list_users_and_reservations,1,,<empty>,257,list_users_and_reservations,,,89,,ANY
94489280571,LOCAL,,accept_reservation,1,,<empty>,285,accept_reservation,,,90,,ANY
94489280572,LOCAL,,view_centers,1,,<empty>,319,view_centers,,,91,,ANY
94489280573,LOCAL,,reserve_vaccination,1,,<empty>,332,reserve_vaccination,,,92,,ANY
94489280574,LOCAL,,view_vaccination_date,1,,<empty>,372,view_vaccination_date,,,93,,ANY
94489280575,LOCAL,,admin_menu,1,,<empty>,392,admin_menu,,,94,,ANY
94489280576,LOCAL,,user_menu,1,,<empty>,413,user_menu,,,95,,ANY
94489280577,LOCAL,,main,1,,<empty>,433,main,,,96,,ANY
94489280578,LOCAL,,__name__,4,,<empty>,459,__name__,,,97,,ANY
94489280579,LOCAL,Project.py:<module>._load:os,os,8,,<empty>,25,os,,,1,,os.py:<module>
94489280580,LOCAL,,tmp1,8,,<empty>,25,tmp1,,,2,,os.py:<module>.<member>(path)
94489280581,LOCAL,,tmp2,37,,<empty>,25,tmp2,,,3,,os.py:<module>.<member>(path)
94489280582,LOCAL,Project.py:<module>._load:f,f,34,,<empty>,28,f,,,4,,ANY
94489280583,LOCAL,,f,34,,<empty>,28,f,,,98,,ANY
94489280584,LOCAL,Project.py:<module>._load:json,json,24,,<empty>,28,json,,,5,,json.py:<module>
94489280585,LOCAL,Project.py:<module>._load:open,open,18,,<empty>,27,open,,,6,,ANY
94489280586,LOCAL,,manager_tmp3,18,,<empty>,27,manager_tmp3,,,7,,__builtin.open.<returnValue>
94489280587,LOCAL,,enter_tmp4,18,,<empty>,27,enter_tmp4,,,8,,__builtin.open.<returnValue>.<member>(__enter__)
94489280588,LOCAL,,exit_tmp5,18,,<empty>,27,exit_tmp5,,,9,,__builtin.open.<returnValue>.<member>(__exit__)
94489280589,LOCAL,,value_tmp6,18,,<empty>,27,value_tmp6,,,10,,ANY
94489280590,LOCAL,Project.py:<module>._load:__exit__,__exit__,18,,<empty>,27,__exit__,,,11,,ANY
94489280591,LOCAL,,__exit__,18,,<empty>,27,__exit__,,,99,,ANY
94489280592,LOCAL,Project.py:<module>._save:f,f,25,,<empty>,36,f,,,1,,ANY
94489280593,LOCAL,Project.py:<module>._save:json,json,9,,<empty>,36,json,,,2,,json.py:<module>
94489280594,LOCAL,Project.py:<module>._save:open,open,10,,<empty>,35,open,,,3,,ANY
94489280595,LOCAL,,manager_tmp7,10,,<empty>,35,manager_tmp7,,,4,,__builtin.open.<returnValue>
94489280596,LOCAL,,enter_tmp8,10,,<empty>,35,enter_tmp8,,,5,,__builtin.open.<returnValue>.<member>(__enter__)
94489280597,LOCAL,,exit_tmp9,10,,<empty>,35,exit_tmp9,,,6,,__builtin.open.<returnValue>.<member>(__exit__)
94489280598,LOCAL,,value_tmp10,10,,<empty>,35,value_tmp10,,,7,,ANY
