68719476797,IDENTIFIER,1,,,enter_tmp4,18,,27,enter_tmp4,901,920,1,,__builtin.open.<returnValue>.<member>(__enter__)
68719476798,IDENTIFIER,1,,,manager_tmp3,18,,27,manager_tmp3,901,920,1,,__builtin.open.<returnValue>
68719476799,IDENTIFIER,1,,,exit_tmp5,18,,27,exit_tmp5,901,920,1,,__builtin.open.<returnValue>.<member>(__exit__)
68719476800,IDENTIFIER,-1,,,enter_tmp4,18,,27,enter_tmp4,901,920,0,,__builtin.open.<returnValue>.<member>(__enter__)
68719476801,IDENTIFIER,0,,,manager_tmp3,18,,27,manager_tmp3,901,920,1,,__builtin.open.<returnValue>
68719476802,IDENTIFIER,1,,,value_tmp6,18,,27,value_tmp6,901,920,1,,ANY
68719476803,IDENTIFIER,2,,,value_tmp6,18,,27,value_tmp6,901,920,2,,ANY
68719476804,IDENTIFIER,1,,,f,41,,27,f,924,925,1,,ANY
68719476805,IDENTIFIER,-1,,,__exit__,18,,27,__exit__,901,920,0,,ANY
68719476806,IDENTIFIER,0,,,manager_tmp3,18,,27,manager_tmp3,901,920,1,,__builtin.open.<returnValue>
68719476807,IDENTIFIER,1,,,_save,1,,33,_save,1037,1173,1,,ANY
68719476808,IDENTIFIER,1,,,data,19,,36,data,1153,1157,2,,ANY
68719476809,IDENTIFIER,2,,,f,25,,36,f,1159,1160,3,,ANY
68719476810,IDENTIFIER,1,,,json,9,,36,json,1143,1147,1,,json.py:<module>
68719476811,IDENTIFIER,0,,,json,9,,36,json,1143,1147,1,,json.py:<module>
68719476812,IDENTIFIER,1,,,filepath,15,,35,filepath,1114,1122,1,,ANY
68719476813,IDENTIFIER,-1,,,open,10,,35,open,1109,1113,0,,ANY
68719476814,IDENTIFIER,1,,,manager_tmp7,10,,35,manager_tmp7,1109,1128,1,,__builtin.open.<returnValue>
68719476815,IDENTIFIER,1,,,manager_tmp7,10,,35,manager_tmp7,1109,1128,1,,__builtin.open.<returnValue>
68719476816,IDENTIFIER,1,,,enter_tmp8,10,,35,enter_tmp8,1109,1128,1,,__builtin.open.<returnValue>.<member>(__enter__)
68719476817,IDENTIFIER,1,,,manager_tmp7,10,,35,manager_tmp7,1109,1128,1,,__builtin.open.<returnValue>
68719476818,IDENTIFIER,1,,,exit_tmp9,10,,35,exit_tmp9,1109,1128,1,,__builtin.open.<returnValue>.<member>(__exit__)
68719476819,IDENTIFIER,-1,,,enter_tmp8,10,,35,enter_tmp8,1109,1128,0,,__builtin.open.<returnValue>.<member>(__enter__)
68719476820,IDENTIFIER,0,,,manager_tmp7,10,,35,manager_tmp7,1109,1128,1,,__builtin.open.<returnValue>
68719476821,IDENTIFIER,1,,,value_tmp10,10,,35,value_tmp10,1109,1128,1,,ANY
68719476822,IDENTIFIER,2,,,value_tmp10,10,,35,value_tmp10,1109,1128,2,,ANY
68719476823,IDENTIFIER,1,,,f,33,,35,f,1132,1133,1,,ANY
68719476824,IDENTIFIER,-1,,,__exit__,10,,35,__exit__,1109,1128,0,,ANY
68719476825,IDENTIFIER,0,,,manager_tmp7,10,,35,manager_tmp7,1109,1128,1,,__builtin.open.<returnValue>
68719476826,IDENTIFIER,1,,,init_data,1,,38,init_data,1173,2326,1,,ANY
68719476827,IDENTIFIER,1,,,CENTERS_FILE,27,,40,CENTERS_FILE,1289,1301,2,,__builtin.str
68719476828,IDENTIFIER,1,,,os,12,,40,os,1274,1276,1,,os.py:<module>
68719476829,IDENTIFIER,1,,,tmp11,12,,40,tmp11,1274,1302,1,,os.py:<module>.<member>(path)
68719476830,IDENTIFIER,1,,,tmp11,12,,40,tmp11,1274,1302,1,,os.py:<module>.<member>(path)
68719476831,IDENTIFIER,0,,,tmp11,12,,40,tmp11,1274,1302,1,,os.py:<module>.<member>(path)
68719476832,IDENTIFIER,1,,,tmp12,13,,42,tmp12,1344,1450,1,,__builtin.dict
68719476833,IDENTIFIER,1,,,tmp12,13,,42,tmp12,1344,1450,1,,__builtin.dict
68719476834,IDENTIFIER,1,,,tmp12,13,,42,tmp12,1344,1450,1,,__builtin.dict
68719476835,IDENTIFIER,1,,,tmp12,13,,42,tmp12,1344,1450,1,,__builtin.dict
68719476836,IDENTIFIER,1,,,tmp12,13,,42,tmp12,1344,1450,1,,__builtin.dict
68719476837,IDENTIFIER,-1,,,tmp12,13,,42,tmp12,1344,1450,6,,__builtin.dict
68719476838,IDENTIFIER,1,,,tmp13,13,,43,tmp13,1464,1586,1,,__builtin.dict
68719476839,IDENTIFIER,1,,,tmp13,13,,43,tmp13,1464,1586,1,,__builtin.dict
68719476840,IDENTIFIER,1,,,tmp13,13,,43,tmp13,1464,1586,1,,__builtin.dict
68719476841,IDENTIFIER,1,,,tmp13,13,,43,tmp13,1464,1586,1,,__builtin.dict
68719476842,IDENTIFIER,1,,,tmp13,13,,43,tmp13,1464,1586,1,,__builtin.dict
68719476843,IDENTIFIER,-1,,,tmp13,13,,43,tmp13,1464,1586,6,,__builtin.dict
68719476844,IDENTIFIER,1,,,default_centers,9,,41,default_centers,1312,1327,1,,__builtin.list
68719476845,IDENTIFIER,1,,,CENTERS_FILE,15,,45,CENTERS_FILE,1611,1623,1,,__builtin.str
68719476846,IDENTIFIER,2,,,default_centers,29,,45,default_centers,1625,1640,2,,__builtin.list
68719476847,IDENTIFIER,-1,,,_save,9,,45,_save,1605,1610,0,,ANY
68719476848,IDENTIFIER,1,,,USERS_FILE,19,,47,USERS_FILE,1665,1675,1,,__builtin.str
68719476849,IDENTIFIER,-1,,,_load,13,,47,_load,1659,1664,0,,ANY
68719476850,IDENTIFIER,1,,,users,5,,47,users,1651,1656,1,,json.py:<module>.load.<returnValue>
68719476851,IDENTIFIER,1,,,tmp14,16,,48,tmp14,1692,1724,1,,ANY
68719476852,IDENTIFIER,1,,,u,16,,48,u,1692,1693,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
68719476853,IDENTIFIER,0,,,u,16,,48,u,1692,1693,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
68719476854,IDENTIFIER,1,,,tmp14,16,,48,tmp14,1692,1724,1,,ANY
68719476855,IDENTIFIER,0,,,tmp14,16,,48,tmp14,1692,1724,1,,ANY
68719476856,IDENTIFIER,1,,,users,43,,48,users,1719,1724,1,,json.py:<module>.load.<returnValue>
68719476857,IDENTIFIER,0,,,users,43,,48,users,1719,1724,1,,json.py:<module>.load.<returnValue>
68719476858,IDENTIFIER,1,,,tmp15,16,,48,tmp15,1692,1724,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>
68719476859,IDENTIFIER,1,,,tmp15,16,,48,tmp15,1692,1724,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>
68719476860,IDENTIFIER,0,,,tmp15,16,,48,tmp15,1692,1724,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>
68719476861,IDENTIFIER,1,,,u,38,,48,u,1714,1715,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
68719476862,IDENTIFIER,-1,,,tmp14,16,,48,tmp14,1692,1724,3,,ANY
68719476863,IDENTIFIER,-1,,,any,12,,48,any,1688,1691,0,,ANY
68719476864,IDENTIFIER,1,,,os,22,,49,os,1748,1750,1,,os.py:<module>
68719476865,IDENTIFIER,0,,,os,22,,49,os,1748,1750,1,,os.py:<module>
68719476866,IDENTIFIER,1,,,tmp16,22,,49,tmp16,1748,1768,1,,os.py:<module>.urandom.<returnValue>
68719476867,IDENTIFIER,1,,,tmp16,22,,49,tmp16,1748,1768,1,,os.py:<module>.urandom.<returnValue>
68719476868,IDENTIFIER,0,,,tmp16,22,,49,tmp16,1748,1768,1,,os.py:<module>.urandom.<returnValue>
68719476869,IDENTIFIER,1,,,admin_salt,9,,49,admin_salt,1735,1745,1,,os.py:<module>.urandom.<returnValue>.hex
68719476870,IDENTIFIER,1,,,tmp17,22,,50,tmp17,1790,2092,1,,__builtin.dict
68719476871,IDENTIFIER,1,,,tmp17,22,,50,tmp17,1790,2092,1,,__builtin.dict
68719476872,IDENTIFIER,1,,,tmp17,22,,50,tmp17,1790,2092,1,,__builtin.dict
68719476873,IDENTIFIER,1,,,tmp17,22,,50,tmp17,1790,2092,1,,__builtin.dict
68719476874,IDENTIFIER,1,,,tmp17,22,,50,tmp17,1790,2092,1,,__builtin.dict
68719476875,IDENTIFIER,2,,,admin_salt,43,,54,admin_salt,1933,1943,2,,os.py:<module>.urandom.<returnValue>.hex
68719476876,IDENTIFIER,-1,,,_hash,25,,54,_hash,1915,1920,0,,ANY
68719476877,IDENTIFIER,1,,,tmp17,22,,50,tmp17,1790,2092,1,,__builtin.dict
68719476878,IDENTIFIER,2,,,admin_salt,21,,55,admin_salt,1966,1976,2,,os.py:<module>.urandom.<returnValue>.hex
68719476879,IDENTIFIER,1,,,tmp17,22,,50,tmp17,1790,2092,1,,__builtin.dict
68719476880,IDENTIFIER,1,,,tmp17,22,,50,tmp17,1790,2092,1,,__builtin.dict
68719476881,IDENTIFIER,1,,,tmp17,22,,50,tmp17,1790,2092,1,,__builtin.dict
68719476882,IDENTIFIER,-1,,,tmp17,22,,50,tmp17,1790,2092,10,,__builtin.dict
68719476883,IDENTIFIER,1,,,admin_user,9,,50,admin_user,1777,1787,1,,__builtin.dict
68719476884,IDENTIFIER,1,,,admin_user,22,,60,admin_user,2114,2124,2,,__builtin.dict
68719476885,IDENTIFIER,1,,,users,9,,60,users,2101,2106,1,,json.py:<module>.load.<returnValue>
68719476886,IDENTIFIER,0,,,users,9,,60,users,2101,2106,1,,json.py:<module>.load.<returnValue>
68719476887,IDENTIFIER,1,,,USERS_FILE,15,,61,USERS_FILE,2140,2150,1,,__builtin.str
68719476888,IDENTIFIER,2,,,users,27,,61,users,2152,2157,2,,json.py:<module>.load.<returnValue>
68719476889,IDENTIFIER,-1,,,_save,9,,61,_save,2134,2139,0,,ANY
68719476890,IDENTIFIER,1,,,RESERVATIONS_FILE,27,,63,RESERVATIONS_FILE,2186,2203,2,,__builtin.str
68719476891,IDENTIFIER,1,,,os,12,,63,os,2171,2173,1,,os.py:<module>
68719476892,IDENTIFIER,1,,,tmp18,12,,63,tmp18,2171,2204,1,,os.py:<module>.<member>(path)
68719476893,IDENTIFIER,1,,,tmp18,12,,63,tmp18,2171,2204,1,,os.py:<module>.<member>(path)
68719476894,IDENTIFIER,0,,,tmp18,12,,63,tmp18,2171,2204,1,,os.py:<module>.<member>(path)
68719476895,IDENTIFIER,1,,,RESERVATIONS_FILE,15,,64,RESERVATIONS_FILE,2220,2237,1,,__builtin.str
68719476896,IDENTIFIER,-1,,,_save,9,,64,_save,2214,2219,0,,ANY
68719476897,IDENTIFIER,1,,,_ask,1,,68,_ask,2326,2717,1,,ANY
68719476898,IDENTIFIER,1,,,prompt,23,,71,prompt,2490,2496,1,,ANY
68719476899,IDENTIFIER,-1,,,input,17,,71,input,2484,2489,0,,ANY
68719476900,IDENTIFIER,1,,,tmp19,17,,71,tmp19,2484,2505,1,,__builtin.input.<returnValue>
68719476901,IDENTIFIER,1,,,tmp19,17,,71,tmp19,2484,2505,1,,__builtin.input.<returnValue>
68719476902,IDENTIFIER,0,,,tmp19,17,,71,tmp19,2484,2505,1,,__builtin.input.<returnValue>
68719476903,IDENTIFIER,1,,,value,9,,71,value,2476,2481,1,,__builtin.input.<returnValue>.strip
68719476904,IDENTIFIER,1,,,value,16,,72,value,2521,2526,1,,__builtin.input.<returnValue>.strip
68719476905,IDENTIFIER,-1,,,print,13,,73,print,2540,2545,0,,ANY
68719476906,IDENTIFIER,1,,,validator,12,,75,validator,2609,2618,1,,ANY
68719476907,IDENTIFIER,1,,,value,40,,75,value,2637,2642,1,,__builtin.input.<returnValue>.strip
68719476908,IDENTIFIER,-1,,,validator,30,,75,validator,2627,2636,0,,ANY
68719476909,IDENTIFIER,1,,,error_msg,19,,76,error_msg,2663,2672,1,,ANY
68719476910,IDENTIFIER,-1,,,print,13,,76,print,2657,2662,0,,ANY
68719476911,IDENTIFIER,1,,,value,16,,78,value,2710,2715,1,,__builtin.input.<returnValue>.strip
68719476912,IDENTIFIER,1,,,_ask_int,1,,80,_ask_int,2717,2948,1,,ANY
68719476913,IDENTIFIER,1,,,prompt,21,,83,prompt,2831,2837,1,,ANY
68719476914,IDENTIFIER,-1,,,input,15,,83,input,2825,2830,0,,ANY
68719476915,IDENTIFIER,1,,,tmp20,15,,83,tmp20,2825,2846,1,,__builtin.input.<returnValue>
68719476916,IDENTIFIER,1,,,tmp20,15,,83,tmp20,2825,2846,1,,__builtin.input.<returnValue>
68719476917,IDENTIFIER,0,,,tmp20,15,,83,tmp20,2825,2846,1,,__builtin.input.<returnValue>
68719476918,IDENTIFIER,1,,,raw,9,,83,raw,2819,2822,1,,__builtin.input.<returnValue>.strip
68719476919,IDENTIFIER,1,,,raw,12,,84,raw,2858,2861,1,,__builtin.input.<returnValue>.strip
68719476920,IDENTIFIER,0,,,raw,12,,84,raw,2858,2861,1,,__builtin.input.<returnValue>.strip
68719476921,IDENTIFIER,1,,,raw,24,,85,raw,2896,2899,1,,__builtin.input.<returnValue>.strip
68719476922,IDENTIFIER,-1,,,int,20,,85,int,2892,2895,0,,ANY
68719476923,IDENTIFIER,-1,,,print,9,,86,print,2909,2914,0,,ANY
68719476924,IDENTIFIER,1,,,_ask_date,1,,88,_ask_date,2948,3254,1,,ANY
68719476925,IDENTIFIER,1,,,prompt,21,,91,prompt,3071,3077,1,,ANY
68719476926,IDENTIFIER,-1,,,input,15,,91,input,3065,3070,0,,ANY
68719476927,IDENTIFIER,1,,,tmp21,15,,91,tmp21,3065,3086,1,,__builtin.input.<returnValue>
68719476928,IDENTIFIER,1,,,tmp21,15,,91,tmp21,3065,3086,1,,__builtin.input.<returnValue>
68719476929,IDENTIFIER,0,,,tmp21,15,,91,tmp21,3065,3086,1,,__builtin.input.<returnValue>
68719476930,IDENTIFIER,1,,,raw,9,,91,raw,3059,3062,1,,__builtin.input.<returnValue>.strip
68719476931,IDENTIFIER,1,,,raw,41,,93,raw,3140,3143,2,,__builtin.input.<returnValue>.strip
68719476932,IDENTIFIER,1,,,datetime,13,,93,datetime,3112,3120,1,,datetime.py:<module>
68719476933,IDENTIFIER,1,,,tmp22,13,,93,tmp22,3112,3144,1,,datetime.py:<module>.<member>(date)
68719476934,IDENTIFIER,1,,,tmp22,13,,93,tmp22,3112,3144,1,,datetime.py:<module>.<member>(date)
68719476935,IDENTIFIER,0,,,tmp22,13,,93,tmp22,3112,3144,1,,datetime.py:<module>.<member>(date)
68719476936,IDENTIFIER,1,,,raw,20,,94,raw,3164,3167,1,,__builtin.input.<returnValue>.strip
68719476937,IDENTIFIER,-1,,,print,13,,96,print,3207,3212,0,,ANY
68719476938,IDENTIFIER,1,,,_confirm,1,,98,_confirm,3254,3392,1,,ANY
68719476939,IDENTIFIER,1,,,prompt,21,,100,prompt,3350,3356,1,,ANY
68719476940,IDENTIFIER,-1,,,input,12,,100,input,3341,3346,0,,ANY
68719476941,IDENTIFIER,1,,,tmp24,12,,100,tmp24,3341,3375,1,,__builtin.input.<returnValue>
68719476942,IDENTIFIER,1,,,tmp24,12,,100,tmp24,3341,3375,1,,__builtin.input.<returnValue>
68719476943,IDENTIFIER,0,,,tmp24,12,,100,tmp24,3341,3375,1,,__builtin.input.<returnValue>
68719476944,IDENTIFIER,1,,,tmp23,12,,100,tmp23,3341,3383,1,,__builtin.input.<returnValue>.strip
68719476945,IDENTIFIER,1,,,tmp23,12,,100,tmp23,3341,3383,1,,__builtin.input.<returnValue>.strip
68719476946,IDENTIFIER,0,,,tmp23,12,,100,tmp23,3341,3383,1,,__builtin.input.<returnValue>.strip
68719476947,IDENTIFIER,1,,,_hash,1,,102,_hash,3392,3571,1,,ANY
68719476948,IDENTIFIER,1,,,password,28,__builtin.input.<returnValue>.strip;__builtin.input.<returnValue>,103,password,3449,3457,1,,ANY
68719476949,IDENTIFIER,2,,,salt,39,os.py:<module>.urandom.<returnValue>.hex;__builtin.next.<returnValue>.get.<returnValue>;json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>.get.<returnValue>,103,salt,3460,3464,2,,ANY
68719476950,IDENTIFIER,1,,,tmp26,28,,103,tmp26,3449,3474,1,,ANY
68719476951,IDENTIFIER,1,,,tmp26,28,,103,tmp26,3449,3474,1,,ANY
68719476952,IDENTIFIER,0,,,tmp26,28,,103,tmp26,3449,3474,1,,ANY
68719476953,IDENTIFIER,1,,,hashlib,12,,103,hashlib,3433,3440,1,,hashlib.py:<module>
68719476954,IDENTIFIER,0,,,hashlib,12,,103,hashlib,3433,3440,1,,hashlib.py:<module>
68719476955,IDENTIFIER,1,,,tmp25,12,,103,tmp25,3433,3487,1,,hashlib.py:<module>.sha256.<returnValue>
68719476956,IDENTIFIER,1,,,tmp25,12,,103,tmp25,3433,3487,1,,hashlib.py:<module>.sha256.<returnValue>
68719476957,IDENTIFIER,0,,,tmp25,12,,103,tmp25,3433,3487,1,,hashlib.py:<module>.sha256.<returnValue>
68719476958,IDENTIFIER,1,,,_valid_email,1,,107,_valid_email,3571,3668,1,,ANY
68719476959,IDENTIFIER,2,,,email,64,,108,email,3659,3664,3,,__builtin.input.<returnValue>.strip
68719476960,IDENTIFIER,1,,,re,17,,108,re,3612,3614,1,,re.py:<module>
68719476961,IDENTIFIER,0,,,re,17,,108,re,3612,3614,1,,re.py:<module>
68719476962,IDENTIFIER,-1,,,bool,12,,108,bool,3607,3611,0,,ANY
68719476963,IDENTIFIER,1,,,_valid_phone,1,,110,_valid_phone,3668,3751,1,,ANY
68719476964,IDENTIFIER,2,,,phone,50,,111,phone,3742,3747,3,,__builtin.input.<returnValue>.strip
68719476965,IDENTIFIER,1,,,re,17,,111,re,3709,3711,1,,re.py:<module>
68719476966,IDENTIFIER,0,,,re,17,,111,re,3709,3711,1,,re.py:<module>
68719476967,IDENTIFIER,-1,,,bool,12,,111,bool,3704,3708,0,,ANY
68719476968,IDENTIFIER,1,,,_valid_national_id,1,,113,_valid_national_id,3751,3910,1,,ANY
68719476969,IDENTIFIER,2,,,nid,42,,114,nid,3821,3824,3,,ANY
68719476970,IDENTIFIER,1,,,re,17,,114,re,3796,3798,1,,re.py:<module>
68719476971,IDENTIFIER,0,,,re,17,,114,re,3796,3798,1,,re.py:<module>
68719476972,IDENTIFIER,-1,,,bool,12,,114,bool,3791,3795,0,,ANY
68719476973,IDENTIFIER,1,,,register_user,1,,118,register_user,3910,5150,1,,ANY
68719476974,IDENTIFIER,-1,,,print,5,,120,print,3983,3988,0,,ANY
68719476975,IDENTIFIER,-1,,,_ask,19,,121,_ask,4059,4063,0,,ANY
68719476976,IDENTIFIER,1,,,name,5,,121,name,4045,4049,1,,__builtin.input.<returnValue>.strip
68719476977,IDENTIFIER,2,,,_valid_email,41,,122,_valid_email,4119,4131,2,,ANY
68719476978,IDENTIFIER,-1,,,_ask,19,,122,_ask,4097,4101,0,,ANY
68719476979,IDENTIFIER,1,,,email,5,,122,email,4083,4088,1,,__builtin.input.<returnValue>.strip
68719476980,IDENTIFIER,2,,,_valid_phone,41,,123,_valid_phone,4211,4223,2,,ANY
68719476981,IDENTIFIER,-1,,,_ask,19,,123,_ask,4189,4193,0,,ANY
68719476982,IDENTIFIER,1,,,phone,5,,123,phone,4175,4180,1,,__builtin.input.<returnValue>.strip
68719476983,IDENTIFIER,2,,,_valid_national_id,41,,124,_valid_national_id,4316,4334,2,,ANY
68719476984,IDENTIFIER,-1,,,_ask,19,,124,_ask,4294,4298,0,,ANY
68719476985,IDENTIFIER,1,,,national_id,5,,124,national_id,4280,4291,1,,__builtin.input.<returnValue>.strip
68719476986,IDENTIFIER,1,,,p,38,,126,p,4461,4462,1,,ANY
68719476987,IDENTIFIER,-1,,,len,34,,126,len,4457,4460,0,,ANY
68719476988,IDENTIFIER,-1,,,_ask,19,,125,_ask,4391,4395,0,,ANY
68719476989,IDENTIFIER,1,,,password,5,__builtin.input.<returnValue>.strip;__builtin.input.<returnValue>,125,password,4377,4385,1,,ANY
68719476990,IDENTIFIER,1,,,USERS_FILE,19,,128,USERS_FILE,4532,4542,1,,__builtin.str
68719476991,IDENTIFIER,-1,,,_load,13,,128,_load,4526,4531,0,,ANY
68719476992,IDENTIFIER,1,,,users,5,,128,users,4518,4523,1,,json.py:<module>.load.<returnValue>
68719476993,IDENTIFIER,1,,,tmp27,12,,131,tmp27,4588,4622,1,,ANY
68719476994,IDENTIFIER,1,,,u,12,,131,u,4588,4589,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
68719476995,IDENTIFIER,2,,,email,26,,131,email,4602,4607,2,,__builtin.input.<returnValue>.strip
68719476996,IDENTIFIER,1,,,tmp27,12,,131,tmp27,4588,4622,1,,ANY
68719476997,IDENTIFIER,0,,,tmp27,12,,131,tmp27,4588,4622,1,,ANY
68719476998,IDENTIFIER,1,,,users,41,,131,users,4617,4622,1,,json.py:<module>.load.<returnValue>
68719476999,IDENTIFIER,0,,,users,41,,131,users,4617,4622,1,,json.py:<module>.load.<returnValue>
68719477000,IDENTIFIER,1,,,tmp28,12,,131,tmp28,4588,4622,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>
68719477001,IDENTIFIER,1,,,tmp28,12,,131,tmp28,4588,4622,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>
68719477002,IDENTIFIER,0,,,tmp28,12,,131,tmp28,4588,4622,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>
68719477003,IDENTIFIER,1,,,u,36,,131,u,4612,4613,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
68719477004,IDENTIFIER,-1,,,tmp27,12,,131,tmp27,4588,4622,3,,ANY
68719477005,IDENTIFIER,-1,,,any,8,,131,any,4584,4587,0,,ANY
68719477006,IDENTIFIER,-1,,,print,9,,132,print,4633,4638,0,,ANY
68719477007,IDENTIFIER,1,,,tmp29,19,,135,tmp29,4719,4743,1,,ANY
68719477008,IDENTIFIER,1,,,u,20,,135,u,4720,4721,1,,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>
68719477009,IDENTIFIER,1,,,tmp29,19,,135,tmp29,4719,4743,1,,ANY
